player_id,season,name,firstname,lastname,nationality,photo,team,position,age,appearances,minutes,goals,assists,market_value_eur
161907,2023,M. Gusto,Malo,Gusto,France,https://media.api-sports.io/football/players/161907.png,Chelsea,Defender,20,27,1754,0,6,6700000.0
162489,2023,J. Trafford,James Harrington,Trafford,England,https://media.api-sports.io/football/players/162489.png,Burnley,Goalkeeper,20,28,2520,0,0,5800000.0
162493,2023,M. Craig,Matthew George,Craig,Scotland,https://media.api-sports.io/football/players/162493.png,Tottenham,Midfielder,20,0,0,0,0,11000000.0
162498,2023,R. Drăgușin,Radu,Matei Drăgușin,Romania,https://media.api-sports.io/football/players/162498.png,Tottenham,Defender,21,9,424,0,0,6100000.0
162528,2023,D. Franchi,Denis,Franchi,Italy,https://media.api-sports.io/football/players/162528.png,Burnley,Goalkeeper,20,0,0,0,0,3900000.0
162552,2023,D. Scarlett,Dane Pharrell,Scarlett,England,https://media.api-sports.io/football/players/162552.png,Tottenham,Attacker,19,4,18,0,0,3800000.0
162590,2023,T. Morton,Tyler Scott,Morton,England,https://media.api-sports.io/football/players/162590.png,Liverpool,Midfielder,20,0,0,0,0,6000000.0
162687,2023,V. Jaroš,Vítězslav,Jaroš,Czechia,https://media.api-sports.io/football/players/162687.png,Liverpool,Goalkeeper,22,0,0,0,0,2900000.0
162714,2023,A. Onana,Amadou Ba Zeund Georges,Mvom Onana,Belgium,https://media.api-sports.io/football/players/162714.png,Everton,Midfielder,21,31,2090,2,0,14000000.0
162904,2023,R. Williams,Rhys,Williams,England,https://media.api-sports.io/football/players/162904.png,Liverpool,Defender,22,0,0,0,0,2100000.0
163054,2023,S. Shoretire,Shola Maxwell,Shoretire,England,https://media.api-sports.io/football/players/163054.png,Manchester United,Attacker,19,0,0,0,0,8800000.0
167656,2023,M. Leonard,Marc Henry,Leonard,Scotland,https://media.api-sports.io/football/players/167656.png,Brighton,Midfielder,21,0,0,0,0,4200000.0
167657,2023,T. Onyango,Tyler Jaden,Napier Edward Onyango,England,https://media.api-sports.io/football/players/167657.png,Everton,Midfielder,20,1,0,0,0,5300000.0
167663,2023,T. McGill,Thomas Peter,Wayne McGill,Canada,https://media.api-sports.io/football/players/167663.png,Brighton,Goalkeeper,23,0,0,0,0,6200000.0
169295,2023,K. Hein,Karl Jakob,Hein,Estonia,https://media.api-sports.io/football/players/169295.png,Arsenal,Goalkeeper,21,0,0,0,0,2800000.0
171035,2023,T. Chirewa,Tawanda,Chirewa,England,https://media.api-sports.io/football/players/171035.png,Wolves,Attacker,19,8,139,0,0,7600000.0
171058,2023,H. Ashby,Harrison Charles,Ashby,Scotland,https://media.api-sports.io/football/players/171058.png,Newcastle,Defender,21,0,0,0,0,5700000.0
179400,2023,M. Estève,Maxime,Estève,France,https://media.api-sports.io/football/players/179400.png,Burnley,Defender,21,16,1311,0,0,8200000.0
180317,2023,C. Bradley,Conor,Bradley,Northern Ireland,https://media.api-sports.io/football/players/180317.png,Liverpool,Defender,20,11,761,1,3,8900000.0
180560,2023,H. Mejbri,Hannibal,Mejbri,Tunisia,https://media.api-sports.io/football/players/180560.png,Manchester United,Midfielder,20,5,129,1,0,3600000.0
180731,2023,L. Assignon,Lorenz,Assignon,France,https://media.api-sports.io/football/players/180731.png,Burnley,Defender,23,15,1240,1,2,14800000.0
180866,2023,Marcelo,Marcelo,de Araújo Pitaluga Filho,Brazil,https://media.api-sports.io/football/players/180866.png,Liverpool,Goalkeeper,20,0,0,0,0,2000000.0
180940,2023,T. Sharman-Lowe,Teddy Samuel,Sharman-Lowe,England,https://media.api-sports.io/football/players/180940.png,Chelsea,Goalkeeper,20,0,0,0,0,1700000.0
181796,2023,J. Brooking,Joshua Royston,Brooking,England,https://media.api-sports.io/football/players/181796.png,Chelsea,Defender,20,0,0,0,0,5800000.0
181797,2023,B. Humphreys,Bashir,Humphreys,England,https://media.api-sports.io/football/players/181797.png,Chelsea,Defender,20,0,0,0,0,8000000.0
181822,2023,E. Wady,Ethan James,Wady,USA,https://media.api-sports.io/football/players/181822.png,Chelsea,Goalkeeper,21,0,0,0,0,2200000.0
181827,2023,C. Egan-Riley,Conrad Jaden,Egan-Riley,England,https://media.api-sports.io/football/players/181827.png,Burnley,Defender,20,0,0,0,0,2600000.0
182201,2023,T. Mitchell,Tyrick Kwon,Mitchell,England,https://media.api-sports.io/football/players/182201.png,Crystal Palace,Defender,23,37,3208,2,3,5900000.0
191971,2023,J. Stansfield,Jay,Stansfield,England,https://media.api-sports.io/football/players/191971.png,Fulham,Attacker,20,0,0,0,0,5800000.0
195103,2023,João Gomes,João Victor,Gomes da Silva,Brazil,https://media.api-sports.io/football/players/195103.png,Wolves,Midfielder,22,35,2667,2,1,43600000.0
195106,2023,Rodrigo Muniz,Rodrigo,Muniz Carvalho,Brazil,https://media.api-sports.io/football/players/195106.png,Fulham,Attacker,22,26,1596,9,1,30500000.0
195717,2023,Y. Mosquera,Yerson,Mosquera Valdelamar,Colombia,https://media.api-sports.io/football/players/195717.png,Wolves,Defender,22,0,0,0,0,5400000.0
195962,2023,Chiquinho,Francisco Jorge,Tavares Oliveira,Portugal,https://media.api-sports.io/football/players/195962.png,Wolves,Attacker,23,0,0,0,0,7200000.0
196855,2023,J. Anthony,Jaidon Kya Denley,Anthony,England,https://media.api-sports.io/football/players/196855.png,Bournemouth,Attacker,23,3,153,0,0,5700000.0
196856,2023,Daniel Edward Peter Imray,Daniel Edward Peter,Imray,England,https://media.api-sports.io/football/players/196856.png,Crystal Palace,Defender,20,0,0,0,0,3300000.0
197448,2023,Yan Couto,Yan,Bueno Couto,Brazil,https://media.api-sports.io/football/players/197448.png,Manchester City,Defender,21,0,0,0,0,4600000.0
200233,2023,Leigh Robert Kavanagh,Leigh Robert,Kavanagh,Republic of Ireland,https://media.api-sports.io/football/players/200233.png,Brighton,Defender,19,0,0,0,0,2000000.0
202086,2023,J. Sarmiento,Jeremy Leonel,Sarmiento Morante,Ecuador,https://media.api-sports.io/football/players/202086.png,Brighton,Midfielder,21,0,0,0,0,6100000.0
204033,2023,J. Hodge,Joseph Shaun,Hodge,Republic of Ireland,https://media.api-sports.io/football/players/204033.png,Wolves,Midfielder,20,0,0,0,0,3600000.0
204039,2023,D. Udogie,Iyenoma Destiny,Udogie,Italy,https://media.api-sports.io/football/players/204039.png,Tottenham,Defender,20,28,2398,2,3,16200000.0
206254,2023,M. Kerkez,Miloš,Kerkez,Hungary,https://media.api-sports.io/football/players/206254.png,Bournemouth,Defender,19,31,1983,0,1,7600000.0
206404,2023,Samy Olivier Chouchane,Samy Olivier,Chouchane,Tunisia,https://media.api-sports.io/football/players/206404.png,Brighton,Midfielder,19,0,0,0,0,4200000.0
215874,2023,T. Cannon,Thomas Christopher,Cannon,Republic of Ireland,https://media.api-sports.io/football/players/215874.png,Everton,Attacker,20,1,0,0,0,8600000.0
216809,2023,C. Peupion,Cameron Paul Jacques,Peupion,Australia,https://media.api-sports.io/football/players/216809.png,Brighton,Attacker,20,0,0,0,0,4700000.0
231062,2023,A. Okonkwo,Arthur Chukwuezugo,Okonkwo,England,https://media.api-sports.io/football/players/231062.png,Arsenal,Goalkeeper,21,0,0,0,0,2100000.0
237129,2023,P. Sarr,Pape Matar,Sarr,Senegal,https://media.api-sports.io/football/players/237129.png,Tottenham,Midfielder,20,34,2085,3,3,23800000.0
264437,2023,B. Thomas,Bobby Craig,Thomas,England,https://media.api-sports.io/football/players/264437.png,Burnley,Defender,22,0,0,0,0,5100000.0
265820,2023,Y. Ayari,Yasin,Abbas Ayari,Sweden,https://media.api-sports.io/football/players/265820.png,Brighton,Midfielder,19,0,0,0,0,6800000.0
266203,2023,J. Gordon,John-Kymani Linton,Michael Gordon,England,https://media.api-sports.io/football/players/266203.png,Crystal Palace,Attacker,20,0,0,0,0,3900000.0
270139,2023,J. O&apos;Brien,Jake,O'Brien,Republic of Ireland,https://media.api-sports.io/football/players/270139.png,Crystal Palace,Defender,22,0,0,0,0,8200000.0
270357,2023,K. Phillips,Killian,Phillips,Republic of Ireland,https://media.api-sports.io/football/players/270357.png,Crystal Palace,Midfielder,21,0,0,0,0,6100000.0
270508,2023,L. Ugochukwu,Lesley Chimuanya,Ugochukwu,France,https://media.api-sports.io/football/players/270508.png,Chelsea,Midfielder,19,12,294,0,0,8300000.0
273757,2023,A. Devine,Alfie Sean,Devine,England,https://media.api-sports.io/football/players/273757.png,Tottenham,Midfielder,19,0,0,0,0,5600000.0
273758,2023,I. Samuels,Imari-Narain,Che Hines-Samuels,England,https://media.api-sports.io/football/players/273758.png,Brighton,Defender,20,0,0,0,0,1700000.0
274550,2023,H. Vale,Harvey James,Vale,England,https://media.api-sports.io/football/players/274550.png,Chelsea,Midfielder,19,0,0,0,0,3700000.0
278075,2023,C. Cîrjan,Cătălin Ionuț,Cîrjan,Romania,https://media.api-sports.io/football/players/278075.png,Arsenal,Midfielder,20,0,0,0,0,3100000.0
278079,2023,A. Ramsey,Aaron James,Ramsey,England,https://media.api-sports.io/football/players/278079.png,Burnley,Midfielder,20,17,524,0,0,7900000.0
278086,2023,I. Odutayo,Idris Adewale,Olarewaju Odutayo,England,https://media.api-sports.io/football/players/278086.png,Fulham,Defender,20,0,0,0,0,3100000.0
278088,2023,C. Rushworth,Carl Andrew,Rushworth,England,https://media.api-sports.io/football/players/278088.png,Brighton,Goalkeeper,22,0,0,0,0,4500000.0
278128,2023,J. Wilson-Esbrand,Joshua Darius,Kamani Wilson-Esbrand,England,https://media.api-sports.io/football/players/278128.png,Manchester City,Defender,20,0,0,0,0,3100000.0
278133,2023,Oscar Bobb,Oscar,Bobb,Norway,https://media.api-sports.io/football/players/278133.png,Manchester City,Midfielder,20,14,291,1,1,12100000.0
280672,2023,E. Turns,Edward James,Turns,Wales,https://media.api-sports.io/football/players/280672.png,Brighton,Defender,20,0,0,0,0,1700000.0
280683,2023,James Balagizi,James,Balagizi,England,https://media.api-sports.io/football/players/280683.png,Liverpool,Midfielder,19,0,0,0,0,3600000.0
280687,2023,Hugo Bueno,Hugo,Bueno López,Spain,https://media.api-sports.io/football/players/280687.png,Wolves,Defender,20,22,730,0,0,5100000.0
280688,2023,T. Corbeanu,Theodor Alexander,Corbeanu,Canada,https://media.api-sports.io/football/players/280688.png,Wolves,Attacker,21,0,0,0,0,5300000.0
282125,2023,R. Lavia,Roméo,Lavia,Belgium,https://media.api-sports.io/football/players/282125.png,Chelsea,Midfielder,19,1,32,0,0,7100000.0
282130,2023,Logan Pye,Logan,Pye,England,https://media.api-sports.io/football/players/282130.png,Manchester United,Defender,19,0,0,0,0,2600000.0
282133,2023,J. Hugill,Joseph,Brennen Hugill,England,https://media.api-sports.io/football/players/282133.png,Manchester United,Attacker,19,0,0,0,0,6000000.0
282136,2023,Noam Fritz Emeran,Noam,Fritz Emeran,France,https://media.api-sports.io/football/players/282136.png,Manchester United,Attacker,20,0,0,0,0,3100000.0
282254,2023,O. Offiah,Odeluga Joshua,Offiah,England,https://media.api-sports.io/football/players/282254.png,Brighton,Defender,20,0,0,0,0,2200000.0
283058,2023,N. Jackson,Nicolas,Jackson,Senegal,https://media.api-sports.io/football/players/283058.png,Chelsea,Attacker,22,35,2804,14,5,36500000.0
284059,2023,L. Plange,Luke Elliot,Plange,England,https://media.api-sports.io/football/players/284059.png,Crystal Palace,Attacker,20,0,0,0,0,5300000.0
284060,2023,L. Laing,Levi Alexander,Laing,England,https://media.api-sports.io/football/players/284060.png,West Ham,Defender,20,0,0,0,0,4200000.0
284062,2023,K. Edwards,Khayon,Edwards,England,https://media.api-sports.io/football/players/284062.png,Arsenal,Attacker,19,0,0,0,0,7100000.0
284186,2023,S. McAllister,Sean Paul,McAllister,Northern Ireland,https://media.api-sports.io/football/players/284186.png,Everton,Midfielder,20,0,0,0,0,8500000.0
284187,2023,S. Mills,Stanley,Mills,England,https://media.api-sports.io/football/players/284187.png,Everton,Midfielder,19,0,0,0,0,3500000.0
284212,2023,D. Sassi,Daniel,Sassi,England,https://media.api-sports.io/football/players/284212.png,Burnley,Defender,19,0,0,0,0,10700000.0
284230,2023,R. Lewis,Rico Henry Mark,Lewis,England,https://media.api-sports.io/football/players/284230.png,Manchester City,Defender,18,38,806,2,0,8500000.0
284231,2023,Micah Hamilton,Micah,Hamilton,England,https://media.api-sports.io/football/players/284231.png,Manchester City,Attacker,19,0,0,0,0,4300000.0
284236,2023,Temple Ojinnaka,Temple,Ojinnaka,England,https://media.api-sports.io/football/players/284236.png,Wolves,Midfielder,18,0,0,0,0,3400000.0
284239,2023,Owen James Michael Hesketh,Owen James Michael,Hesketh,England,https://media.api-sports.io/football/players/284239.png,Wolves,Midfielder,20,0,0,0,0,4300000.0
284241,2023,José Mateo Mejía Piedrahita,José Mateo,Mejía Piedrahita,Spain,https://media.api-sports.io/football/players/284241.png,Manchester United,Attacker,20,0,0,0,0,2500000.0
284242,2023,O. Forson,Omari Nathan,Forson,England,https://media.api-sports.io/football/players/284242.png,Manchester United,Attacker,19,13,87,0,1,5800000.0
284248,2023,M. Frauendorf,Melkamu Benjamin Daniel,Frauendorf,Germany,https://media.api-sports.io/football/players/284248.png,Liverpool,Midfielder,19,0,0,0,0,6800000.0
284259,2023,Ty Kimoni Barnett,Ty,Kimoni Barnett,England,https://media.api-sports.io/football/players/284259.png,Wolves,Attacker,18,0,0,0,0,6400000.0
284260,2023,Dylan Williams,Dylan,Williams,England,https://media.api-sports.io/football/players/284260.png,Chelsea,Defender,19,0,0,0,0,2700000.0
284262,2023,H. Griffiths,Harvey,Lawson Griffiths,England,https://media.api-sports.io/football/players/284262.png,Wolves,Midfielder,19,0,0,0,0,3200000.0
284266,2023,L. Warrington,Lewis Wesley,Warrington,England,https://media.api-sports.io/football/players/284266.png,Everton,Midfielder,20,1,0,0,0,4100000.0
284278,2023,Michael Ndiweni,Michael,Ndiweni,England,https://media.api-sports.io/football/players/284278.png,Newcastle,Attacker,19,1,0,0,0,8100000.0
284287,2023,Mateusz Konrad Musiałowski,Mateusz Konrad,Musiałowski,Poland,https://media.api-sports.io/football/players/284287.png,Liverpool,Midfielder,19,0,0,0,0,4400000.0
284291,2023,J. Turner-Cooke,Jay,Turner-Cooke,England,https://media.api-sports.io/football/players/284291.png,Newcastle,Midfielder,19,0,0,0,0,4100000.0
284297,2023,O. Dodgson,Owen Joel,Dodgson,England,https://media.api-sports.io/football/players/284297.png,Burnley,Defender,20,0,0,0,0,5700000.0
284300,2023,Álvaro Fernández,Álvaro,Fernández Carreras,Spain,https://media.api-sports.io/football/players/284300.png,Manchester United,Defender,20,0,0,0,0,3600000.0
284305,2023,Jamie Miley,Jamie,Miley,England,https://media.api-sports.io/football/players/284305.png,Newcastle,Midfielder,19,0,0,0,0,2700000.0
284322,2023,K. Mainoo,Kobbie Boateng,Mainoo,England,https://media.api-sports.io/football/players/284322.png,Manchester United,Midfielder,18,29,1939,3,1,11000000.0
284323,2023,C. Savage,Charlie William Henry,Savage,Wales,https://media.api-sports.io/football/players/284323.png,Manchester United,Midfielder,20,0,0,0,0,5000000.0
284324,2023,A. Garnacho,Alejandro,Garnacho Ferreyra,Argentina,https://media.api-sports.io/football/players/284324.png,Manchester United,Attacker,19,36,2578,7,4,19200000.0
284357,2023,Aaron Keto-Diyawa,Aaron,Keto-Diyawa,England,https://media.api-sports.io/football/players/284357.png,Wolves,Defender,19,0,0,0,0,3000000.0
284359,2023,Justin Quincy Hubner,Justin Quincy,Hubner,Netherlands,https://media.api-sports.io/football/players/284359.png,Wolves,Defender,19,0,0,0,0,2200000.0
284361,2023,R. Vítek,Radek,Vítek,Czechia,https://media.api-sports.io/football/players/284361.png,Manchester United,Goalkeeper,19,0,0,0,0,3600000.0
284363,2023,R. Bennett,Rhys Joseph,Wright Bennett,England,https://media.api-sports.io/football/players/284363.png,Manchester United,Defender,19,0,0,0,0,3200000.0
284366,2023,L. Chambers,Luke,Chambers,England,https://media.api-sports.io/football/players/284366.png,Liverpool,Defender,19,0,0,0,0,2400000.0
284367,2023,Luca Stephenson,Luca,Stephenson,England,https://media.api-sports.io/football/players/284367.png,Liverpool,Midfielder,19,0,0,0,0,5600000.0
284373,2023,L. De Bolle,Lucas,De Bolle,Scotland,https://media.api-sports.io/football/players/284373.png,Newcastle,Midfielder,20,0,0,0,0,2200000.0
284375,2023,James Alan Huntley,James Alan,Huntley,England,https://media.api-sports.io/football/players/284375.png,Newcastle,Midfielder,19,0,0,0,0,3800000.0
284382,2023,Dermot William Mee,Dermot William,Mee,Northern Ireland,https://media.api-sports.io/football/players/284382.png,Manchester United,Goalkeeper,20,0,0,0,0,1900000.0
284385,2023,Elijah Xavier Campbell,Elijah,Xavier Campbell,England,https://media.api-sports.io/football/players/284385.png,Everton,Defender,18,0,0,0,0,3200000.0
284400,2023,Tobias Christopher Collyer,Tobias Christopher,Collyer,England,https://media.api-sports.io/football/players/284400.png,Manchester United,Midfielder,19,0,0,0,0,7400000.0
284404,2023,Jimi Weikko Tauriainen,Jimi Weikko,Tauriainen,Finland,https://media.api-sports.io/football/players/284404.png,Chelsea,Midfielder,19,5,1,0,0,10000000.0
284406,2023,A. Gilchrist,Alfie,Gilchrist,England,https://media.api-sports.io/football/players/284406.png,Chelsea,Defender,19,11,199,1,0,3300000.0
284409,2023,D. Mubama,Divin Saku,Mubama,England,https://media.api-sports.io/football/players/284409.png,West Ham,Attacker,18,5,75,0,0,2900000.0
284415,2023,Yago Alonso,Yago,de Santiago Alonso,Spain,https://media.api-sports.io/football/players/284415.png,Tottenham,Attacker,20,0,0,0,0,5300000.0
284416,2023,Roshaun Mathurin,Roshaun,Mathurin,England,https://media.api-sports.io/football/players/284416.png,Crystal Palace,Attacker,19,0,0,0,0,8100000.0
284428,2023,O. Hutchinson,Omari Elijah,Giraud-Hutchinson,Jamaica,https://media.api-sports.io/football/players/284428.png,Chelsea,Attacker,19,0,0,0,0,3500000.0
284439,2023,L. Sousa,Lino,da Cruz Sousa,England,https://media.api-sports.io/football/players/284439.png,Arsenal,Defender,18,0,0,0,0,3900000.0
284446,2023,F. Potts,Freddie,Potts,England,https://media.api-sports.io/football/players/284446.png,West Ham,Midfielder,19,0,0,0,0,9500000.0
284449,2023,J. Rak-Sakyi,Jesurun,Rak-Sakyi,England,https://media.api-sports.io/football/players/284449.png,Crystal Palace,Midfielder,20,6,140,0,0,4000000.0
284466,2023,C. Patino,Charlie Michael,Patino,England,https://media.api-sports.io/football/players/284466.png,Arsenal,Midfielder,19,0,0,0,0,3300000.0
284470,2023,M. Dibley-Dias,Matthew Max,Dibley-Dias,England,https://media.api-sports.io/football/players/284470.png,Fulham,Midfielder,19,0,0,0,0,3000000.0
284471,2023,S. Parkes,Stefan Charles Earl,Parkes,England,https://media.api-sports.io/football/players/284471.png,Fulham,Defender,19,0,0,0,0,2800000.0
284475,2023,L. Harris,Luke Bernard,Harris,Wales,https://media.api-sports.io/football/players/284475.png,Fulham,Midfielder,18,5,74,0,0,6000000.0
284492,2023,L. Hall,Lewis Kieran,Hall,England,https://media.api-sports.io/football/players/284492.png,Newcastle,Defender,18,18,777,1,0,6900000.0
284493,2023,T. Adaramola,Omotayo Daniel,Adaramola,Republic of Ireland,https://media.api-sports.io/football/players/284493.png,Crystal Palace,Defender,19,0,0,0,0,2500000.0
284502,2023,James Lannin-Sweet,James,Lannin-Sweet,England,https://media.api-sports.io/football/players/284502.png,Arsenal,Defender,18,0,0,0,0,3300000.0
284531,2023,Benjamin Harvey Jackson,Benjamin,Harvey Jackson,England,https://media.api-sports.io/football/players/284531.png,Brighton,Defender,19,0,0,0,0,4600000.0
284532,2023,Zak Norton Sturge,Zak,Norton Sturge,England,https://media.api-sports.io/football/players/284532.png,Chelsea,Defender,19,0,0,0,0,4600000.0
284536,2023,J. Knightbridge,Jacob Christopher,Knightbridge,England,https://media.api-sports.io/football/players/284536.png,West Ham,Goalkeeper,19,0,0,0,0,2400000.0
284540,2023,Mauro Bandeira,Mauro,Gomes Bandeira,Portugal,https://media.api-sports.io/football/players/284540.png,Arsenal,Midfielder,19,0,0,0,0,3200000.0
284549,2023,J. Whitworth,Joseph Charles,Whitworth,England,https://media.api-sports.io/football/players/284549.png,Crystal Palace,Goalkeeper,19,0,0,0,0,2600000.0
284551,2023,J. Wells-Morrison,Jack Campbell,Wells-Morrison,England,https://media.api-sports.io/football/players/284551.png,Crystal Palace,Midfielder,19,0,0,0,0,6800000.0
284554,2023,O. Goodman,Owen Olamidayo,Goodman,England,https://media.api-sports.io/football/players/284554.png,Crystal Palace,Goalkeeper,19,0,0,0,0,2200000.0
284559,2023,Alexander Paul Borto,Alexander Paul,Borto,USA,https://media.api-sports.io/football/players/284559.png,Fulham,Goalkeeper,19,0,0,0,0,1000000.0
284571,2023,C. Sagoe,Charles Kwame,Sagoe Junior,England,https://media.api-sports.io/football/players/284571.png,Arsenal,Attacker,19,0,0,0,0,5700000.0
284797,2023,D. Ouattara,Dango Aboubacar Faissal,Ouattara,Burkina Faso,https://media.api-sports.io/football/players/284797.png,Bournemouth,Attacker,21,30,1219,1,2,9900000.0
286458,2023,J. Devenny,Justin,Devenny,Scotland,https://media.api-sports.io/football/players/286458.png,Crystal Palace,Midfielder,19,0,0,0,0,3000000.0
286764,2023,Kaide Gordon,Kaide,Gordon,England,https://media.api-sports.io/football/players/286764.png,Liverpool,Attacker,18,2,1,0,0,2100000.0
286773,2023,Leo Castledine,Leo,Castledine,England,https://media.api-sports.io/football/players/286773.png,Chelsea,Midfielder,17,0,0,0,0,4100000.0
287109,2023,J. McConnell,James,McConnell,England,https://media.api-sports.io/football/players/287109.png,Liverpool,Midfielder,18,3,1,0,0,2900000.0
287111,2023,Fabian Mrozek,Fabian,Mrozek,Poland,https://media.api-sports.io/football/players/287111.png,Liverpool,Goalkeeper,19,0,0,0,0,1800000.0
287868,2023,Max Merrick,Max,Merrick,England,https://media.api-sports.io/football/players/287868.png,Chelsea,Goalkeeper,17,0,0,0,0,2500000.0
288006,2023,R. Højlund,Rasmus,Winther Højlund,Denmark,https://media.api-sports.io/football/players/288006.png,Manchester United,Attacker,20,30,2169,10,2,33900000.0
288055,2023,Ângelo,Ângelo Gabriel,Borges Damaceno,Brazil,https://media.api-sports.io/football/players/288055.png,Chelsea,Attacker,18,0,0,0,0,4800000.0
288102,2023,A. Wharton,Adam James,Wharton,England,https://media.api-sports.io/football/players/288102.png,Crystal Palace,Midfielder,19,16,1305,0,3,18300000.0
288106,2023,Marc Jurado,Marc,Jurado Gómez,Spain,https://media.api-sports.io/football/players/288106.png,Manchester United,Defender,19,0,0,0,0,2800000.0
288107,2023,C. McNeill,Charlie Martin,McNeill,England,https://media.api-sports.io/football/players/288107.png,Manchester United,Attacker,19,0,0,0,0,4900000.0
288112,2023,Willy Kambwala Ndengushi,Willy,Kambwala Ndengushi,France,https://media.api-sports.io/football/players/288112.png,Manchester United,Defender,18,16,336,0,0,3100000.0
288116,2023,K. Casey,Kaelan,Casey,England,https://media.api-sports.io/football/players/288116.png,West Ham,Defender,18,8,1,0,0,1300000.0
288118,2023,L. Orford,Lewis,Orford,England,https://media.api-sports.io/football/players/288118.png,West Ham,Midfielder,17,0,0,0,0,4600000.0
288279,2023,Luizão,Luiz Gustavo,Oliveira da Silva,Brazil,https://media.api-sports.io/football/players/288279.png,West Ham,Defender,21,0,0,0,0,1800000.0
288699,2023,M. Perrone,Máximo,Perrone,Argentina,https://media.api-sports.io/football/players/288699.png,Manchester City,Midfielder,20,0,0,0,0,6400000.0
289618,2023,Alex Matos,Alex,Matos,England,https://media.api-sports.io/football/players/289618.png,Chelsea,Midfielder,18,1,0,0,0,4900000.0
290962,2023,B. Greenwood,Ben,Greenwood,Republic of Ireland,https://media.api-sports.io/football/players/290962.png,Bournemouth,Defender,20,0,0,0,0,3200000.0
291022,2023,Joshua Keeley,Joshua,Keeley,Republic of Ireland,https://media.api-sports.io/football/players/291022.png,Tottenham,Goalkeeper,20,0,0,0,0,1100000.0
291363,2023,George Earthy,George,Earthy,England,https://media.api-sports.io/football/players/291363.png,West Ham,Midfielder,18,3,32,1,0,16000000.0
291476,2023,D. Fofana,David Datro,Fofana,Côte d'Ivoire,https://media.api-sports.io/football/players/291476.png,Burnley,Attacker,20,15,901,4,1,31700000.0
293162,2023,J. Raymond,Jadan,Raymond,England,https://media.api-sports.io/football/players/293162.png,Crystal Palace,Midfielder,19,0,0,0,0,3500000.0
293163,2023,J. Donley,Jamie,Donley,England,https://media.api-sports.io/football/players/293163.png,Tottenham,Midfielder,18,13,3,0,0,2400000.0
293164,2023,Amadou Diallo,Amadou,Diallo,England,https://media.api-sports.io/football/players/293164.png,Newcastle,Attacker,20,6,1,0,0,6000000.0
293168,2023,Max Alleyne,Max,Alleyne,England,https://media.api-sports.io/football/players/293168.png,Manchester City,Defender,18,0,0,0,0,2700000.0
296121,2023,J. Hinchy,Jack Samuel Lawrence,Hinchy,England,https://media.api-sports.io/football/players/296121.png,Brighton,Midfielder,20,0,0,0,0,7500000.0
296458,2023,D. Jebbison,Daniel David,Jebbison,Canada,https://media.api-sports.io/football/players/296458.png,Bournemouth,Attacker,20,1,20,0,0,7200000.0
297635,2023,Devan Austin Tanton Pedraza,Devan,Austin Tanton Pedraza,Colombia,https://media.api-sports.io/football/players/297635.png,Fulham,Defender,19,0,0,0,0,3900000.0
297641,2023,Jenson Metcalfe,Jenson,Metcalfe,England,https://media.api-sports.io/football/players/297641.png,Everton,Midfielder,18,0,0,0,0,3300000.0
298061,2023,Ted Curd,Ted,Curd,England,https://media.api-sports.io/football/players/298061.png,Chelsea,Goalkeeper,17,0,0,0,0,900000.0
298062,2023,Louis Jackson,Louis,Jackson,England,https://media.api-sports.io/football/players/298062.png,Manchester United,Defender,17,0,0,0,0,2100000.0
298099,2023,Mackenzie Hunt,Mackenzie,Hunt,England,https://media.api-sports.io/football/players/298099.png,Everton,Defender,21,0,0,0,0,8700000.0
298129,2023,M. Boateng,Malachi,Boateng,England,https://media.api-sports.io/football/players/298129.png,Crystal Palace,Midfielder,21,0,0,0,0,4500000.0
301281,2023,A. Phillips,Ashley,Famiwuya Phillips,England,https://media.api-sports.io/football/players/301281.png,Tottenham,Defender,18,0,0,0,0,2900000.0
301295,2023,K. Rodney,Kaden Kai,Rodney,England,https://media.api-sports.io/football/players/301295.png,Crystal Palace,Midfielder,18,0,0,0,0,3100000.0
301771,2023,S. Adingra,Simon,Adingra,Côte d'Ivoire,https://media.api-sports.io/football/players/301771.png,Brighton,Attacker,21,31,2231,6,1,18400000.0
303010,2023,Daniel Gore,Daniel,Gore,England,https://media.api-sports.io/football/players/303010.png,Manchester United,Midfielder,18,1,0,0,0,2700000.0
303016,2023,M. Oyedele,Maximillian,Oyedele,Poland,https://media.api-sports.io/football/players/303016.png,Manchester United,Midfielder,18,0,0,0,0,5100000.0
303019,2023,N. Fraser,Nathan John Mark,Fraser,Republic of Ireland,https://media.api-sports.io/football/players/303019.png,Wolves,Attacker,18,7,180,0,0,6500000.0
304319,2023,Ademola Oladipupo Ola-Adebomi,Ademola,Oladipupo Ola-Adebomi,England,https://media.api-sports.io/football/players/304319.png,Crystal Palace,Attacker,19,0,0,0,0,11400000.0
304320,2023,D. Ozoh,David Ikechukwu,Ozoh,England,https://media.api-sports.io/football/players/304320.png,Crystal Palace,Midfielder,18,9,147,0,0,5300000.0
304853,2023,A. Scott,Alex Jay,Scott,England,https://media.api-sports.io/football/players/304853.png,Bournemouth,Midfielder,19,25,1017,1,1,15600000.0
305730,2023,J. Hinshelwood,Jack Luca,Hinshelwood,England,https://media.api-sports.io/football/players/305730.png,Brighton,Midfielder,18,16,869,3,0,7200000.0
